ID,Name,Sector,Stage,GitHub URL,GitHub Pages URL,Repo Match
null,Financial Compliance Scanner,Financial,Ideation,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,https://worldwidebro.github.io/financial-compliance-scanner/,fin-026-financial-compliance-scanner
null,Patent Writer AI,Financial,Ideation,https://github.com/Worldwidebro/fin-027-patent-writer-ai,https://worldwidebro.github.io/patent-writer-ai/,fin-027-patent-writer-ai
null,Legal Analyzer AI,Financial,Ideation,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,https://worldwidebro.github.io/legal-analyzer-ai/,fin-028-legal-analyzer-ai
null,Compliance Wallet SaaS,Financial,Ideation,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,https://worldwidebro.github.io/compliance-wallet-saas/,fin-029-compliance-wallet-saas
null,Local SEO Ranker AI,Financial,Ideation,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,https://worldwidebro.github.io/local-seo-ranker-ai/,fin-030-local-seo-ranker-ai
null,Investor Dashboard Builder,Financial,Ideation,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,https://worldwidebro.github.io/investor-dashboard-builder/,fin-031-investor-dashboard-builder
null,Legal Toolkit AI,Financial,Ideation,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,https://worldwidebro.github.io/legal-toolkit-ai/,fin-032-legal-toolkit-ai
null,AI Tax Preparation Service,Financial,Ideation,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/ai-tax-preparation-service/,fin-033-ai-tax-preparation-service
null,Payroll Automation,Financial,Ideation,https://github.com/Worldwidebro/fin-034-payroll-automation,https://worldwidebro.github.io/payroll-automation/,fin-034-payroll-automation
null,Insurance Underwriting AI,Financial,Ideation,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai,https://worldwidebro.github.io/insurance-underwriting-ai/,fin-035-insurance-underwriting-ai
null,Angels in Daylight,Marketplace,MVP,https://github.com/Worldwidebro/ec-001-angels-in-daylight,https://worldwidebro.github.io/angels-in-daylight/,ec-001-angels-in-daylight
null,New World Apparel,Marketplace,MVP,https://github.com/Worldwidebro/ec-002-new-world-apparel,https://worldwidebro.github.io/new-world-apparel/,ec-002-new-world-apparel
null,Shopify Autopilot,Marketplace,MVP,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/,ec-003-shopify-autopilot
null,Shoe Customizer,Marketplace,Ideation,https://github.com/Worldwidebro/ec-004-shoe-customizer,https://worldwidebro.github.io/shoe-customizer/,ec-004-shoe-customizer
null,Sunglasses AI,Marketplace,Ideation,https://github.com/Worldwidebro/ec-005-sunglasses-ai,https://worldwidebro.github.io/sunglasses-ai/,ec-005-sunglasses-ai
null,Dropship Hub,Marketplace,MVP,https://github.com/Worldwidebro/ec-006-dropship-hub,https://worldwidebro.github.io/dropship-hub/,ec-006-dropship-hub
null,Personal Shopper AI,Marketplace,Ideation,https://github.com/Worldwidebro/ec-007-personal-shopper-ai,https://worldwidebro.github.io/personal-shopper-ai/,ec-007-personal-shopper-ai
null,Custom Sneaker AI,Marketplace,Ideation,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai,https://worldwidebro.github.io/custom-sneaker-ai/,ec-008-custom-sneaker-ai
null,Sustainable Fashion AI,Marketplace,Ideation,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai,https://worldwidebro.github.io/sustainable-fashion-ai/,ec-009-sustainable-fashion-ai
null,Jewelry Designer AI,Marketplace,Ideation,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai,https://worldwidebro.github.io/jewelry-designer-ai/,ec-010-jewelry-designer-ai
null,Shopify Autopilot,Technology,MVP,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/,ec-003-shopify-autopilot
null,Online Course Platform,Education,Ideation,https://github.com/Worldwidebro/mc-017-online-course-platform,https://worldwidebro.github.io/online-course-platform/,mc-017-online-course-platform
null,Local Community Hub,Media,Ideation,,,
null,Process Automation Suite,Operations,Ideation,https://github.com/zquestz/s,https://worldwidebro.github.io/process-automation-suite/,s
null,Blockchain Commerce Platform,Technology,Ideation,https://github.com/hcengineering/platform,https://worldwidebro.github.io/blockchain-commerce-platform/,platform
null,GenixBank Lite,Technology,unknown,https://github.com/Worldwidebro/fin-001-genixbank-lite,https://worldwidebro.github.io/genixbank-lite/,fin-001-genixbank-lite
null,Credit Repair Automation,Technology,unknown,https://github.com/Worldwidebro/fin-002-credit-repair-automation,https://worldwidebro.github.io/credit-repair-automation/,fin-002-credit-repair-automation
null,AI Boss Hub Lite,Technology,unknown,https://github.com/Worldwidebro/fin-003-ai-boss-hub-lite,https://worldwidebro.github.io/ai-boss-hub-lite/,fin-003-ai-boss-hub-lite
null,GenixBanks AI Treasurer,Technology,unknown,https://github.com/Worldwidebro/fin-004-genixbanks-ai-treasurer,https://worldwidebro.github.io/genixbanks-ai-treasurer/,fin-004-genixbanks-ai-treasurer
null,U-Haul Rental Affiliate,Technology,unknown,https://github.com/Worldwidebro/fin-005-u-haul-rental-affiliate,https://worldwidebro.github.io/u-haul-rental-affiliate/,fin-005-u-haul-rental-affiliate
null,Tax Prep & Filing Services,Technology,unknown,https://github.com/zquestz/s,https://worldwidebro.github.io/tax-prep-and-filing-services/,s
null,Business Credit Building,Technology,unknown,https://github.com/Worldwidebro/fin-007-business-credit-building,https://worldwidebro.github.io/business-credit-building/,fin-007-business-credit-building
null,Business Formation Services,Technology,unknown,https://github.com/Worldwidebro/fin-008-business-formation-services,https://worldwidebro.github.io/business-formation-services/,fin-008-business-formation-services
null,Crypto Tax Optimizer,Technology,unknown,https://github.com/Worldwidebro/fin-009-crypto-tax-optimizer,https://worldwidebro.github.io/crypto-tax-optimizer/,fin-009-crypto-tax-optimizer
null,AI-Powered Garbage Collection,Technology,unknown,https://github.com/Worldwidebro/fin-010-ai-powered-garbage-collection,https://worldwidebro.github.io/ai-powered-garbage-collection/,fin-010-ai-powered-garbage-collection
null,Automated Bookkeeping,Technology,unknown,https://github.com/Worldwidebro/fin-011-automated-bookkeeping,https://worldwidebro.github.io/automated-bookkeeping/,fin-011-automated-bookkeeping
null,Invoice Factoring AI,Technology,unknown,https://github.com/Worldwidebro/fin-012-invoice-factoring-ai,https://worldwidebro.github.io/invoice-factoring-ai/,fin-012-invoice-factoring-ai
null,Charity Donation AI,Technology,unknown,https://github.com/Worldwidebro/fin-013-charity-donation-ai,https://worldwidebro.github.io/charity-donation-ai/,fin-013-charity-donation-ai
null,Expense Tracker AI,Technology,unknown,https://github.com/Worldwidebro/fin-014-expense-tracker-ai,https://worldwidebro.github.io/expense-tracker-ai/,fin-014-expense-tracker-ai
null,Financial Wellness Coach,Technology,unknown,https://github.com/Worldwidebro/fin-015-financial-wellness-coach,https://worldwidebro.github.io/financial-wellness-coach/,fin-015-financial-wellness-coach
null,Trade Finance AI,Technology,unknown,https://github.com/Worldwidebro/fin-016-trade-finance-ai,https://worldwidebro.github.io/trade-finance-ai/,fin-016-trade-finance-ai
null,Remittance AI,Technology,unknown,https://github.com/Worldwidebro/fin-017-remittance-ai,https://worldwidebro.github.io/remittance-ai/,fin-017-remittance-ai
null,Wealth Transfer AI,Technology,unknown,https://github.com/Worldwidebro/fin-018-wealth-transfer-ai,https://worldwidebro.github.io/wealth-transfer-ai/,fin-018-wealth-transfer-ai
null,Payment Gateway AI,Technology,unknown,https://github.com/Worldwidebro/fin-019-payment-gateway-ai,https://worldwidebro.github.io/payment-gateway-ai/,fin-019-payment-gateway-ai
null,Debt Consolidation AI,Technology,unknown,https://github.com/Worldwidebro/fin-020-debt-consolidation-ai,https://worldwidebro.github.io/debt-consolidation-ai/,fin-020-debt-consolidation-ai
null,Tax Deduction Finder,Technology,unknown,https://github.com/Worldwidebro/fin-021-tax-deduction-finder,https://worldwidebro.github.io/tax-deduction-finder/,fin-021-tax-deduction-finder
null,Budget Forecasting AI,Technology,unknown,https://github.com/Worldwidebro/fin-022-budget-forecasting-ai,https://worldwidebro.github.io/budget-forecasting-ai/,fin-022-budget-forecasting-ai
null,Investment Portfolio AI,Technology,unknown,https://github.com/Worldwidebro/fin-023-investment-portfolio-ai,https://worldwidebro.github.io/investment-portfolio-ai/,fin-023-investment-portfolio-ai
null,Crowdfunding AI,Technology,unknown,https://github.com/Worldwidebro/fin-024-crowdfunding-ai,https://worldwidebro.github.io/crowdfunding-ai/,fin-024-crowdfunding-ai
null,Escrow Automation,Technology,unknown,https://github.com/Worldwidebro/fin-025-escrow-automation,https://worldwidebro.github.io/escrow-automation/,fin-025-escrow-automation
null,Financial Compliance Scanner,Technology,unknown,https://github.com/Worldwidebro/fin-026-financial-compliance-scanner,https://worldwidebro.github.io/financial-compliance-scanner/,fin-026-financial-compliance-scanner
null,Patent Writer AI,Technology,unknown,https://github.com/Worldwidebro/fin-027-patent-writer-ai,https://worldwidebro.github.io/patent-writer-ai/,fin-027-patent-writer-ai
null,Legal Analyzer AI,Technology,unknown,https://github.com/Worldwidebro/fin-028-legal-analyzer-ai,https://worldwidebro.github.io/legal-analyzer-ai/,fin-028-legal-analyzer-ai
null,Compliance Wallet SaaS,Technology,unknown,https://github.com/Worldwidebro/fin-029-compliance-wallet-saas,https://worldwidebro.github.io/compliance-wallet-saas/,fin-029-compliance-wallet-saas
null,Local SEO Ranker AI,Technology,unknown,https://github.com/Worldwidebro/fin-030-local-seo-ranker-ai,https://worldwidebro.github.io/local-seo-ranker-ai/,fin-030-local-seo-ranker-ai
null,Investor Dashboard Builder,Technology,unknown,https://github.com/Worldwidebro/fin-031-investor-dashboard-builder,https://worldwidebro.github.io/investor-dashboard-builder/,fin-031-investor-dashboard-builder
null,Legal Toolkit AI,Technology,unknown,https://github.com/Worldwidebro/fin-032-legal-toolkit-ai,https://worldwidebro.github.io/legal-toolkit-ai/,fin-032-legal-toolkit-ai
null,AI Tax Preparation Service,Technology,unknown,https://github.com/Worldwidebro/fin-033-ai-tax-preparation-service,https://worldwidebro.github.io/ai-tax-preparation-service/,fin-033-ai-tax-preparation-service
null,Payroll Automation,Technology,unknown,https://github.com/Worldwidebro/fin-034-payroll-automation,https://worldwidebro.github.io/payroll-automation/,fin-034-payroll-automation
null,Insurance Underwriting AI,Technology,unknown,https://github.com/Worldwidebro/fin-035-insurance-underwriting-ai,https://worldwidebro.github.io/insurance-underwriting-ai/,fin-035-insurance-underwriting-ai
null,Angels in Daylight,Technology,unknown,https://github.com/Worldwidebro/ec-001-angels-in-daylight,https://worldwidebro.github.io/angels-in-daylight/,ec-001-angels-in-daylight
null,New World Apparel,Technology,unknown,https://github.com/Worldwidebro/ec-002-new-world-apparel,https://worldwidebro.github.io/new-world-apparel/,ec-002-new-world-apparel
null,Shopify Autopilot,Technology,unknown,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/,ec-003-shopify-autopilot
null,Shoe Customizer,Technology,unknown,https://github.com/Worldwidebro/ec-004-shoe-customizer,https://worldwidebro.github.io/shoe-customizer/,ec-004-shoe-customizer
null,Sunglasses AI,Technology,unknown,https://github.com/Worldwidebro/ec-005-sunglasses-ai,https://worldwidebro.github.io/sunglasses-ai/,ec-005-sunglasses-ai
null,Dropship Hub,Technology,unknown,https://github.com/Worldwidebro/ec-006-dropship-hub,https://worldwidebro.github.io/dropship-hub/,ec-006-dropship-hub
null,Personal Shopper AI,Technology,unknown,https://github.com/Worldwidebro/ec-007-personal-shopper-ai,https://worldwidebro.github.io/personal-shopper-ai/,ec-007-personal-shopper-ai
null,Custom Sneaker AI,Technology,unknown,https://github.com/Worldwidebro/ec-008-custom-sneaker-ai,https://worldwidebro.github.io/custom-sneaker-ai/,ec-008-custom-sneaker-ai
null,Sustainable Fashion AI,Technology,unknown,https://github.com/Worldwidebro/ec-009-sustainable-fashion-ai,https://worldwidebro.github.io/sustainable-fashion-ai/,ec-009-sustainable-fashion-ai
null,Jewelry Designer AI,Technology,unknown,https://github.com/Worldwidebro/ec-010-jewelry-designer-ai,https://worldwidebro.github.io/jewelry-designer-ai/,ec-010-jewelry-designer-ai
null,Shopify Autopilot,Technology,unknown,https://github.com/Worldwidebro/ec-003-shopify-autopilot,https://worldwidebro.github.io/shopify-autopilot/,ec-003-shopify-autopilot
null,Online Course Platform,Technology,unknown,https://github.com/Worldwidebro/mc-017-online-course-platform,https://worldwidebro.github.io/online-course-platform/,mc-017-online-course-platform
null,Local Community Hub,Technology,unknown,,,
null,Process Automation Suite,Technology,unknown,https://github.com/zquestz/s,https://worldwidebro.github.io/process-automation-suite/,s
null,Blockchain Commerce Platform,Technology,unknown,https://github.com/hcengineering/platform,https://worldwidebro.github.io/blockchain-commerce-platform/,platform
null,Property Holdings,Real Estate,planned,https://github.com/zquestz/s,https://worldwidebro.github.io/property-holdings/,s
