rank,name,total_score,tier,category,stars,language,venture_match_count,strategic_importance,capability_depth,ecosystem_fit,production_readiness,agent_native,business_value,differentiation,maintenance_risk,url
187,agent-starter-pack,37,D — Experimental/Retire,Product,6506,python,2,6,9,3,0,8,5,6,0,https://github.com/GoogleCloudPlatform/agent-starter-pack
188,adk-go,37,D — Experimental/Retire,Product,8423,go,0,6,9,3,0,8,5,6,0,https://github.com/google/adk-go
189,call-center-ai,37,D — Experimental/Retire,Service,6531,python,141,6,9,3,0,8,5,6,0,https://github.com/microsoft/call-center-ai
190,cognee,37,D — Experimental/Retire,Asset,27332,python,0,6,9,3,0,8,3,8,0,https://github.com/topoteretes/cognee
191,glide,37,D — Experimental/Retire,Unclassified,1413,typescript,422,6,6,6,7,4,3,5,0,https://github.com/glide-browser/glide
192,klavis,37,D — Experimental/Retire,Asset,5764,python,0,6,9,3,0,10,3,6,0,https://github.com/Klavis-AI/klavis
193,AionUi,37,D — Experimental/Retire,Product,29523,typescript,91,6,9,3,0,8,5,6,0,https://github.com/iOfficeAI/AionUi
194,qlib,37,D — Experimental/Retire,Product,45954,python,2,6,9,3,0,8,5,6,0,https://github.com/microsoft/qlib
195,UI-TARS-desktop,37,D — Experimental/Retire,Product,37803,typescript,141,6,9,3,0,8,5,6,0,https://github.com/bytedance/UI-TARS-desktop
196,opcode,37,D — Experimental/Retire,Product,22160,typescript,91,6,9,3,0,8,5,6,0,https://github.com/winfunc/opcode
197,ai-agents-for-beginners,37,D — Experimental/Retire,Product,68852,jupyter notebook,0,6,9,3,0,8,5,6,0,https://github.com/microsoft/ai-agents-for-beginners
198,xyops-integration,36,D — Experimental/Retire,Unclassified,0,shell,0,12,12,4,3,0,3,2,0,https://github.com/Worldwidebro/xyops-integration
199,mission-control,36,D — Experimental/Retire,Service,2092,typescript,141,6,9,3,0,8,5,5,0,https://github.com/crshdn/mission-control
200,open-scouts,36,D — Experimental/Retire,Asset,1319,typescript,0,8,12,4,0,4,3,5,0,https://github.com/firecrawl/open-scouts
201,it-tools,36,D — Experimental/Retire,Unclassified,39696,vue,91,4,3,5,15,0,3,6,0,https://github.com/CorentinTh/it-tools
202,mediawiki,36,D — Experimental/Retire,Unclassified,5107,php,109,4,3,5,15,0,3,6,0,https://github.com/wikimedia/mediawiki
203,openagents,36,D — Experimental/Retire,Unclassified,437,typescript,141,6,6,6,4,8,3,4,-1,https://github.com/OpenAgentsInc/openagents
204,stremio-web,36,D — Experimental/Retire,Unclassified,12258,javascript,312,4,3,5,15,0,3,6,0,https://github.com/Stremio/stremio-web
205,koog,36,D — Experimental/Retire,Product,4426,kotlin,0,6,9,3,0,8,5,5,0,https://github.com/JetBrains/koog
206,Claudable,36,D — Experimental/Retire,Product,4026,typescript,91,6,9,3,0,8,5,5,0,https://github.com/opactorai/Claudable
207,lazydocker,36,D — Experimental/Retire,Unclassified,51905,go,712,4,3,5,15,0,3,6,0,https://github.com/jesseduffield/lazydocker
208,awesome-mac,36,D — Experimental/Retire,Unclassified,106877,swift,288,4,3,5,15,0,3,6,0,https://github.com/jaywcjlove/awesome-mac
209,agency-agents,35,D — Experimental/Retire,Asset,129047,shell,141,6,9,3,0,8,3,6,0,https://github.com/msitarzewski/agency-agents
210,iza-os-business,35,D — Experimental/Retire,Unclassified,0,python,2,12,9,3,5,4,3,0,-1,https://github.com/Worldwidebro/iza-os-business
211,mobile-access-manager,35,D — Experimental/Retire,Unclassified,0,python,1,12,12,4,5,0,3,0,-1,https://github.com/Worldwidebro/mobile-access-manager
212,up-next-marketplace,35,D — Experimental/Retire,Unclassified,0,Unknown,338,12,15,4,0,0,6,2,-4,https://github.com/Worldwidebro/up-next-marketplace
213,claude-squad,35,D — Experimental/Retire,Asset,8053,go,91,6,9,3,0,8,3,6,0,https://github.com/smtg-ai/claude-squad
214,claude-ads,35,D — Experimental/Retire,Asset,6791,python,91,6,9,3,0,8,3,6,0,https://github.com/AgriciDaniel/claude-ads
215,the-architect,35,D — Experimental/Retire,Product,330,Unknown,91,6,9,3,0,8,5,4,0,https://github.com/Hainrixz/the-architect
216,Claude-Code-Game-Studios,35,D — Experimental/Retire,Asset,22738,shell,91,6,9,3,0,8,3,6,0,https://github.com/Donchitos/Claude-Code-Game-Studios
217,awesome-claude-code,35,D — Experimental/Retire,Unclassified,49465,python,91,6,9,3,0,8,3,6,0,https://github.com/hesreallyhim/awesome-claude-code
218,claude-in-mobile,35,D — Experimental/Retire,Product,313,typescript,0,6,9,3,0,8,5,4,0,https://github.com/AlexGladkov/claude-in-mobile
219,waoowaoo,35,D — Experimental/Retire,Asset,13156,typescript,141,6,9,3,0,8,3,6,0,https://github.com/waooAI/waoowaoo
220,ChatDev,35,D — Experimental/Retire,Unclassified,33688,python,1,6,9,3,0,8,3,6,0,https://github.com/OpenBMB/ChatDev
221,get-shit-done,35,D — Experimental/Retire,Unclassified,64701,javascript,91,6,6,6,7,4,3,6,-3,https://github.com/gsd-build/get-shit-done
222,navigator,35,D — Experimental/Retire,Unclassified,195,python,0,8,12,4,0,4,3,5,-1,https://github.com/alekspetrov/navigator
223,planning-with-files,35,D — Experimental/Retire,Asset,25039,python,91,6,9,3,0,8,3,6,0,https://github.com/OthmanAdi/planning-with-files
224,claude-mem,35,D — Experimental/Retire,Asset,86397,javascript,91,6,9,3,0,8,3,6,0,https://github.com/thedotmack/claude-mem
225,vibe-kanban,35,D — Experimental/Retire,Unclassified,27304,rust,91,6,9,3,0,8,3,6,0,https://github.com/BloopAI/vibe-kanban
226,TrendRadar,35,D — Experimental/Retire,Asset,60365,python,0,6,9,3,0,8,3,6,0,https://github.com/sansan0/TrendRadar
227,AP2,35,D — Experimental/Retire,Service,3101,python,0,6,9,3,0,4,8,5,0,https://github.com/google-agentic-commerce/AP2
228,SQLBot,35,D — Experimental/Retire,Infrastructure,6369,javascript,0,6,9,3,0,8,3,6,0,https://github.com/dataease/SQLBot
229,magic,35,D — Experimental/Retire,Asset,4892,typescript,1,6,9,3,0,8,3,6,0,https://github.com/dtyq/magic
230,system-prompts-and-models-of-ai-tools,35,D — Experimental/Retire,Asset,141682,Unknown,91,6,9,3,0,8,3,6,0,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools
231,pitch-kit,34,D — Experimental/Retire,Unclassified,0,typescript,9,12,9,7,4,0,3,0,-1,https://github.com/Worldwidebro/pitch-kit
232,iza-os-project-management-processing-bot,34,D — Experimental/Retire,Unclassified,0,python,249,10,6,6,9,4,3,0,-4,https://github.com/Worldwidebro/iza-os-project-management-processing-bot
233,nats-server,34,D — Experimental/Retire,Unclassified,20167,go,1,6,6,6,7,0,3,6,0,https://github.com/nats-io/nats-server
234,openscreen,34,D — Experimental/Retire,Unclassified,39241,typescript,91,6,6,6,7,0,6,6,-3,https://github.com/siddharthvaddem/openscreen
235,awesome-claude-agents,34,D — Experimental/Retire,Unclassified,4332,Unknown,91,6,9,3,0,8,3,5,0,https://github.com/vijaythecoder/awesome-claude-agents
236,grepai,34,D — Experimental/Retire,Asset,1775,c,0,6,9,3,0,8,3,5,0,https://github.com/yoanbernabeu/grepai
237,agor,34,D — Experimental/Retire,Asset,1315,typescript,91,6,9,3,0,8,3,5,0,https://github.com/preset-io/agor
238,ladybird,34,D — Experimental/Retire,Unclassified,64513,c++,50,6,6,6,7,0,3,6,0,https://github.com/LadybirdBrowser/ladybird
239,erpnext,34,D — Experimental/Retire,Unclassified,36624,python,2,6,6,6,7,0,3,6,0,https://github.com/frappe/erpnext
240,HeadlessBrowsers,34,D — Experimental/Retire,Unclassified,6637,Unknown,249,6,9,3,3,4,3,6,0,https://github.com/dhamaniasad/HeadlessBrowsers
241,vite,34,D — Experimental/Retire,Unclassified,81843,typescript,712,6,6,6,7,0,3,6,0,https://github.com/vitejs/vite
242,iza-os-ops,33,D — Experimental/Retire,Unclassified,0,python,0,12,15,4,0,0,3,0,-1,https://github.com/Worldwidebro/iza-os-ops
243,langfuse,33,D — Experimental/Retire,Service,30683,typescript,1,6,9,3,0,4,5,6,0,https://github.com/langfuse/langfuse
244,meilisearch,33,D — Experimental/Retire,Service,58458,rust,193,6,9,3,0,4,5,6,0,https://github.com/meilisearch/meilisearch
245,daily_stock_analysis,33,D — Experimental/Retire,Product,55759,python,154,6,9,3,0,4,5,6,0,https://github.com/ZhuLinsen/daily_stock_analysis
246,12-factor-agents,33,D — Experimental/Retire,Product,24002,typescript,141,6,6,2,0,8,5,6,0,https://github.com/humanlayer/12-factor-agents
247,n8n,33,D — Experimental/Retire,Product,195631,typescript,0,6,9,3,0,4,5,6,0,https://github.com/n8n-io/n8n
248,opensre,33,D — Experimental/Retire,Product,8020,python,141,6,6,2,0,8,5,6,0,https://github.com/Tracer-Cloud/opensre
249,Deep-Dive-Claude-Code,33,D — Experimental/Retire,Unclassified,280,typescript,91,6,9,3,0,8,3,4,0,https://github.com/waiterxiaoyy/Deep-Dive-Claude-Code
250,apfel,33,D — Experimental/Retire,Service,6021,swift,91,6,9,3,0,4,5,6,0,https://github.com/Arthur-Ficial/apfel
251,ui-ux-pro-max-skill,33,D — Experimental/Retire,Product,102613,python,0,6,9,3,0,4,5,6,0,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill
252,worldmonitor,33,D — Experimental/Retire,Product,61565,typescript,66,6,9,3,0,4,5,6,0,https://github.com/koala73/worldmonitor
253,jiron,33,D — Experimental/Retire,Service,24,Unknown,141,6,9,3,0,8,5,2,0,https://github.com/paralleldrive/jiron
254,claude-code-remote,33,D — Experimental/Retire,Unclassified,150,python,91,8,12,4,0,4,3,3,-1,https://github.com/buckle42/claude-code-remote
255,yao,33,D — Experimental/Retire,Product,7548,go,141,6,6,2,0,8,5,6,0,https://github.com/YaoApp/yao
256,A2A,33,D — Experimental/Retire,Product,24687,shell,0,6,6,2,0,8,5,6,0,https://github.com/a2aproject/A2A
257,claude-quickstarts,33,D — Experimental/Retire,Product,17188,python,0,6,9,3,0,4,5,6,0,https://github.com/anthropics/claude-quickstarts
258,go-sdk,33,D — Experimental/Retire,Service,4779,go,0,6,9,3,0,4,5,6,0,https://github.com/modelcontextprotocol/go-sdk
259,nocobase,33,D — Experimental/Retire,Product,23279,typescript,0,6,9,3,0,4,5,6,0,https://github.com/nocobase/nocobase
260,sleepless-agent,33,D — Experimental/Retire,Asset,826,python,91,6,9,3,0,8,3,4,0,https://github.com/context-machine-lab/sleepless-agent
261,parlant,33,D — Experimental/Retire,Product,18168,python,141,6,6,2,0,8,5,6,0,https://github.com/emcie-co/parlant
262,telegraf,33,D — Experimental/Retire,Unclassified,9169,typescript,109,6,6,6,7,0,3,6,-1,https://github.com/telegraf/telegraf
263,superdesign,33,D — Experimental/Retire,Product,6630,typescript,141,6,6,2,0,8,5,6,0,https://github.com/superdesigndev/superdesign
264,sim,33,D — Experimental/Retire,Product,28968,typescript,141,6,6,2,0,8,5,6,0,https://github.com/simstudioai/sim
265,voltagent,33,D — Experimental/Retire,Product,9979,typescript,141,6,6,2,0,8,5,6,0,https://github.com/VoltAgent/voltagent
266,FastGPT,33,D — Experimental/Retire,Product,28869,typescript,0,6,6,2,0,8,5,6,0,https://github.com/labring/FastGPT
267,con-os-build,32,D — Experimental/Retire,Service,0,python,2,12,9,3,0,0,8,0,0,https://github.com/Worldwidebro/con-os-build
268,unlim-cloud,32,D — Experimental/Retire,Unclassified,932,html,91,6,6,6,7,0,3,6,-2,https://github.com/inulute/unlim-cloud
269,AutoHedge,32,D — Experimental/Retire,Product,3724,python,141,6,6,2,0,8,5,5,0,https://github.com/The-Swarm-Corporation/AutoHedge
270,apple-bento-grid,32,D — Experimental/Retire,Asset,189,html,91,6,9,3,0,8,3,3,0,https://github.com/hubeiqiao/apple-bento-grid
271,prompts.chat,32,D — Experimental/Retire,Unclassified,165065,html,422,4,3,5,7,4,3,6,0,https://github.com/f/prompts.chat
272,companion,32,D — Experimental/Retire,Product,2377,typescript,91,6,9,3,0,4,5,5,0,https://github.com/The-Vibe-Company/companion
273,Web-Dev-For-Beginners,32,D — Experimental/Retire,Unclassified,95978,javascript,422,4,3,5,7,4,3,6,0,https://github.com/microsoft/Web-Dev-For-Beginners
274,aws-devops-zero-to-hero,32,D — Experimental/Retire,Unclassified,11173,python,5,6,9,3,3,0,3,8,0,https://github.com/iam-veeramalla/aws-devops-zero-to-hero
275,BitNet,32,D — Experimental/Retire,Unclassified,39614,python,422,4,3,5,7,4,3,6,0,https://github.com/microsoft/BitNet
276,saas-starter,32,D — Experimental/Retire,Service,15955,typescript,712,6,9,3,0,0,8,6,0,https://github.com/nextjs/saas-starter
277,vllm,32,D — Experimental/Retire,Unclassified,85680,python,422,4,3,5,7,4,3,6,0,https://github.com/vllm-project/vllm
278,toolsdk-mcp-registry,32,D — Experimental/Retire,Infrastructure,179,typescript,0,6,9,3,0,8,3,3,0,https://github.com/toolsdk-ai/toolsdk-mcp-registry
279,ec-001-angels-in-daylight,31,D — Experimental/Retire,Unclassified,0,html,0,14,9,3,0,0,3,2,0,https://github.com/Worldwidebro/ec-001-angels-in-daylight
280,enhanced-cursor-rules,31,D — Experimental/Retire,Asset,0,shell,5,12,9,3,0,4,3,0,0,https://github.com/Worldwidebro/enhanced-cursor-rules
281,iza-os-intelligence-core,31,D — Experimental/Retire,Asset,0,Unknown,0,12,9,3,0,4,3,0,0,https://github.com/Worldwidebro/iza-os-intelligence-core
282,OpenMontage,31,D — Experimental/Retire,Asset,35352,python,141,6,6,2,0,8,3,6,0,https://github.com/calesthio/OpenMontage
283,ponytail,31,D — Experimental/Retire,Asset,77436,javascript,141,6,6,2,0,8,3,6,0,https://github.com/DietrichGebert/ponytail
284,CMSaasStarter,31,D — Experimental/Retire,Infrastructure,2345,svelte,712,6,9,3,0,0,6,7,0,https://github.com/scosman/CMSaasStarter
285,magic-mcp,31,D — Experimental/Retire,Unclassified,5348,typescript,0,6,9,3,0,4,3,6,0,https://github.com/21st-dev/magic-mcp
286,agent-skills,31,D — Experimental/Retire,Asset,72698,javascript,141,6,6,2,0,8,3,6,0,https://github.com/addyosmani/agent-skills
287,500-AI-Agents-Projects,31,D — Experimental/Retire,Asset,33948,python,141,6,6,2,0,8,3,6,0,https://github.com/ashishpatel26/500-AI-Agents-Projects
288,design.md,31,D — Experimental/Retire,Product,25355,typescript,141,6,6,2,0,4,5,8,0,https://github.com/google-labs-code/design.md
289,hiring-agent,31,D — Experimental/Retire,Asset,5137,python,141,6,6,2,0,8,3,6,0,https://github.com/interviewstreet/hiring-agent
290,AI-Trader,31,D — Experimental/Retire,Asset,20625,python,141,6,6,2,0,8,3,6,0,https://github.com/HKUDS/AI-Trader
291,Shadowbroker,31,D — Experimental/Retire,Asset,9620,python,141,6,6,2,0,8,3,6,0,https://github.com/BigBodyCobain/Shadowbroker
292,evolver,31,D — Experimental/Retire,Asset,8872,javascript,141,6,6,2,0,8,3,6,0,https://github.com/EvoMap/evolver
293,agentmemory,31,D — Experimental/Retire,Asset,24808,typescript,141,6,6,2,0,8,3,6,0,https://github.com/rohitg00/agentmemory
294,obsidian-skills,31,D — Experimental/Retire,Unclassified,40220,Unknown,1,6,9,3,0,4,3,6,0,https://github.com/kepano/obsidian-skills
295,goose,31,D — Experimental/Retire,Asset,50824,rust,141,6,6,2,0,8,3,6,0,https://github.com/aaif-goose/goose
296,ai-website-cloner-template,31,D — Experimental/Retire,Asset,26568,typescript,141,6,6,2,0,8,3,6,0,https://github.com/JCodesMore/ai-website-cloner-template
297,last30days-skill,31,D — Experimental/Retire,Asset,50464,python,141,6,6,2,0,8,3,6,0,https://github.com/mvanhorn/last30days-skill
298,claudian,31,D — Experimental/Retire,Asset,13745,typescript,1,6,9,3,0,4,3,6,0,https://github.com/YishenTu/claudian
299,autoresearch,31,D — Experimental/Retire,Asset,90331,python,141,6,6,2,0,8,3,6,0,https://github.com/karpathy/autoresearch
300,FinRobot,31,D — Experimental/Retire,Asset,7500,jupyter notebook,141,6,6,2,0,8,3,6,0,https://github.com/AI4Finance-Foundation/FinRobot
301,claude-code-templates,31,D — Experimental/Retire,Asset,28515,python,1,6,9,3,0,4,3,6,0,https://github.com/davila7/claude-code-templates
302,claude-code-tips,31,D — Experimental/Retire,Asset,9088,html,91,6,9,3,0,4,3,6,0,https://github.com/ykdojo/claude-code-tips
303,crewAI,31,D — Experimental/Retire,Asset,55140,python,141,6,6,2,0,8,3,6,0,https://github.com/crewAIInc/crewAI
304,qwen-code,31,D — Experimental/Retire,Asset,25867,typescript,141,6,6,2,0,8,3,6,0,https://github.com/QwenLM/qwen-code
305,agent-lightning,31,D — Experimental/Retire,Asset,17378,python,141,6,6,2,0,8,3,6,0,https://github.com/microsoft/agent-lightning
306,browser-use,31,D — Experimental/Retire,Asset,103444,python,141,6,6,2,0,8,3,6,0,https://github.com/browser-use/browser-use
307,airweave,31,D — Experimental/Retire,Asset,6469,python,141,6,6,2,0,8,3,6,0,https://github.com/airweave-ai/airweave
308,ai-dev-tasks,31,D — Experimental/Retire,Asset,7777,Unknown,141,6,6,2,0,8,3,6,0,https://github.com/snarktank/ai-dev-tasks
309,humanlayer,31,D — Experimental/Retire,Asset,11098,typescript,141,6,6,2,0,8,3,6,0,https://github.com/humanlayer/humanlayer
310,bytebot,31,D — Experimental/Retire,Asset,11063,typescript,141,6,6,2,0,8,3,6,0,https://github.com/bytebot-ai/bytebot
311,mem0,31,D — Experimental/Retire,Asset,60382,python,141,6,6,2,0,8,3,6,0,https://github.com/mem0ai/mem0
312,budibase,31,D — Experimental/Retire,Asset,28101,typescript,141,6,6,2,0,8,3,6,0,https://github.com/Budibase/budibase
313,autogen,31,D — Experimental/Retire,Asset,59578,python,141,6,6,2,0,8,3,6,0,https://github.com/microsoft/autogen
314,OpenBB,31,D — Experimental/Retire,Asset,70309,python,141,6,6,2,0,8,3,6,0,https://github.com/OpenBB-finance/OpenBB
315,postiz-app,31,D — Experimental/Retire,Product,32835,typescript,0,6,6,2,0,4,5,8,0,https://github.com/gitroomhq/postiz-app
316,mcp-go,31,D — Experimental/Retire,Asset,8873,go,0,6,6,2,0,8,3,6,0,https://github.com/mark3labs/mcp-go
317,ai-engineering-hub,31,D — Experimental/Retire,Asset,36393,jupyter notebook,141,6,6,2,0,8,3,6,0,https://github.com/patchy631/ai-engineering-hub
318,con-009-roofing-company,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-009-roofing-company
319,business-template-marketplace,30,D — Experimental/Retire,Service,0,python,422,10,6,2,0,4,8,0,0,https://github.com/Worldwidebro/business-template-marketplace
320,claude-workflow-demo,30,D — Experimental/Retire,Unclassified,0,shell,1,12,9,3,0,4,3,0,-1,https://github.com/Worldwidebro/claude-workflow-demo
321,con-002-residential-construction,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-002-residential-construction
322,con-003-commercial-construction,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-003-commercial-construction
323,con-004-industrial-construction,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-004-industrial-construction
324,con-006-construction-project-management,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-006-construction-project-management
325,con-019-window-installation,30,D — Experimental/Retire,Unclassified,0,html,0,12,12,4,0,0,3,0,-1,https://github.com/Worldwidebro/con-019-window-installation
326,ec-067-ai-payment-optimization,30,D — Experimental/Retire,Service,0,Unknown,422,10,6,2,0,4,8,0,0,https://github.com/Worldwidebro/ec-067-ai-payment-optimization
327,fin-019-payment-gateway-ai,30,D — Experimental/Retire,Service,0,Unknown,422,10,6,2,0,4,8,0,0,https://github.com/Worldwidebro/fin-019-payment-gateway-ai
328,ai-devkit,30,D — Experimental/Retire,Asset,1548,typescript,141,6,6,2,0,8,3,5,0,https://github.com/codeaholicguy/ai-devkit
